"Date","Symbol","Marketcapname","Sector"
"10-06-2024","BALKRISIND","Largecap","Auto"
"10-06-2024","PHOENIXLTD","Largecap","Realty"
"10-06-2024","ZENSARTECH","Midcap","I.T"
"10-06-2024","CHOLAHLDNG","Largecap","Financials"
"10-06-2024","EICHERMOT","Largecap","Auto"
"10-06-2024","ELECON","Midcap","Industrials"
"10-06-2024","SCHAEFFLER","Largecap","Industrials"
"10-06-2024","BAYERCROP","Midcap","Chemicals"
"10-06-2024","COROMANDEL","Largecap","Chemicals"
"10-06-2024","GILLETTE","Largecap","FMCG"
"10-06-2024","CEMPRO","Largecap","Realty"
"10-06-2024","SUPREMEIND","Largecap","Plastic products"
"10-06-2024","SHRIRAMFIN","Largecap","Financials"
"10-06-2024","CHOLAFIN","Largecap","Financials"
"10-06-2024","NAVA","Midcap","Miscellaneous"
"10-06-2024","CARBORUNIV","Largecap","Industrials"
"10-06-2024","ANANTRAJ","Largecap","Realty"
"10-06-2024","USHAMART","Midcap","Metals & Mining"
"10-06-2024","HONAUT","Largecap","Consumer Discretionary"
"10-06-2024","MOTHERSON","Largecap","Auto"
"10-06-2024","KEI","Largecap","Industrials"
"10-06-2024","TIMKEN","Largecap","Industrials"
"10-06-2024","GVT&D","Largecap","Industrials"
"10-06-2024","SCI","Midcap","Transportation"
"10-06-2024","NATCOPHARM","Midcap","Healthcare"
"10-06-2024","BLUEDART","Midcap","Transportation"
"10-06-2024","CONCOR","Largecap","Transportation"
"10-06-2024","CHOICEIN","Midcap","Financials"
"10-06-2024","POLYMED","Midcap","Healthcare"
"10-06-2024","BANKBARODA","Largecap","Bank"
"10-06-2024","GAIL","Largecap","Energy"
"10-06-2024","APARINDS","Largecap","Industrials"
"10-06-2024","GLENMARK","Largecap","Healthcare"
"10-06-2024","ZYDUSLIFE","Largecap","Healthcare"
"10-06-2024","TVSMOTOR","Largecap","Auto"
"10-06-2024","BHARTIARTL","Largecap","Telecom-Service"
"10-06-2024","OFSS","Largecap","I.T"
"10-06-2024","UBL","Largecap","FMCG"
"10-06-2024","DIVISLAB","Largecap","Healthcare"
"10-06-2024","JSL","Largecap","Metals & Mining"
"10-06-2024","PETRONET","Largecap","Energy"
"10-06-2024","ULTRACEMCO","Largecap","Building Materials"
"10-06-2024","UNOMINDA","Largecap","Auto"
"10-06-2024","KEC","Midcap","Realty"
"10-06-2024","SUNTV","Midcap","Media"
"10-06-2024","GPIL","Midcap","Metals & Mining"
"10-06-2024","GMRAIRPORT","Largecap","Miscellaneous"
"10-06-2024","CIEINDIA","Midcap","Industrials"
"10-06-2024","TORNTPOWER","Largecap","Power & Utilities"
"10-06-2024","LTFOODS","Midcap","FMCG"
"10-06-2024","SOBHA","Midcap","Realty"
"10-06-2024","PFC","Largecap","Financials"
"10-06-2024","ASTRAL","Largecap","Plastic products"
"10-06-2024","FORTIS","Largecap","Healthcare"
"10-06-2024","MOTILALOFS","Largecap","Financials"
"10-06-2024","POWERGRID","Largecap","Power & Utilities"
"10-06-2024","TARIL","Midcap","Industrials"
"10-06-2024","TITAGARH","Midcap","Industrials"
"10-06-2024","BAJAJ-AUTO","Largecap","Auto"
"10-06-2024","OIL","Largecap","Energy"
"10-06-2024","JSWENERGY","Largecap","Power & Utilities"
"10-06-2024","GODREJPROP","Largecap","Realty"
"10-06-2024","JWL","Midcap","Industrials"
"10-06-2024","OBEROIRLTY","Largecap","Realty"
"10-06-2024","PRESTIGE","Largecap","Realty"
"10-06-2024","GRAVITA","Midcap","Metals & Mining"
"10-06-2024","KIRLOSENG","Largecap","Industrials"
"10-06-2024","ZENTEC","Midcap","Aerospace & Defence"
"10-06-2024","LTF","Largecap","Financials"
"10-06-2024","PGEL","Midcap","Consumer Discretionary"
"10-06-2024","ABFRL","Midcap","Consumer Discretionary"
"10-06-2024","MINDACORP","Midcap","Auto"
"10-06-2024","PTCIL","Largecap","Industrials"
"10-06-2024","ENDURANCE","Largecap","Auto"
"10-06-2024","VBL","Largecap","FMCG"
"10-06-2024","KARURVYSYA","Largecap","Bank"
"10-06-2024","HUDCO","Largecap","Financials"
"10-06-2024","TEJASNET","Midcap","Telecom"
"10-06-2024","ERIS","Midcap","Healthcare"
"10-06-2024","COCHINSHIP","Largecap","Aerospace & Defence"
"10-06-2024","DIXON","Largecap","Consumer Discretionary"
"10-06-2024","ABCAPITAL","Largecap","Financials"
"10-06-2024","ICICIGI","Largecap","Financials"
"10-06-2024","TIINDIA","Largecap","Industrials"
"10-06-2024","NAM-INDIA","Largecap","Financials"
"10-06-2024","BDL","Largecap","Aerospace & Defence"
"10-06-2024","HAL","Largecap","Aerospace & Defence"
"10-06-2024","HDFCAMC","Largecap","Financials"
"10-06-2024","GRSE","Largecap","Aerospace & Defence"
"10-06-2024","TECHNOE","Midcap","Realty"
"10-06-2024","RVNL","Largecap","Realty"
"10-06-2024","POLYCAB","Largecap","Industrials"
"10-06-2024","SUMICHEM","Largecap","Chemicals"
"10-06-2024","MAXHEALTH","Largecap","Healthcare"
"10-06-2024","CAMS","Midcap","Financials"
"10-06-2024","UTIAMC","Midcap","Financials"
"10-06-2024","MAZDOCK","Largecap","Aerospace & Defence"
"10-06-2024","HOMEFIRST","Midcap","Financials"
"10-06-2024","LODHA","Largecap","Realty"
"10-06-2024","POLICYBZR","Largecap","I.T"
"10-06-2024","TEGA","Midcap","Industrials"
"10-06-2024","MSUMI","Largecap","Auto"
"10-06-2024","BIKAJI","Midcap","FMCG"
"10-06-2024","KAYNES","Largecap","Consumer Discretionary"
"18-06-2024","ARE&M","Midcap","Auto"
"18-06-2024","CHAMBLFERT","Midcap","Chemicals"
"18-06-2024","EXIDEIND","Largecap","Auto"
"18-06-2024","EIDPARRY","Midcap","FMCG"
"18-06-2024","GODFRYPHLP","Largecap","FMCG"
"18-06-2024","HFCL","Largecap","Telecom"
"18-06-2024","HSCL","Largecap","Chemicals"
"18-06-2024","JSWSTEEL","Largecap","Metals & Mining"
"18-06-2024","TRENT","Largecap","Consumer Discretionary"
"18-06-2024","LICHSGFIN","Largecap","Financials"
"18-06-2024","VEDL","Largecap","Metals & Mining"
"18-06-2024","PIDILITIND","Largecap","Chemicals"
"18-06-2024","SPLPETRO","Midcap","Energy"
"18-06-2024","FEDERALBNK","Largecap","Bank"
"18-06-2024","CUMMINSIND","Largecap","Industrials"
"18-06-2024","BHARATFORG","Largecap","Industrials"
"18-06-2024","ESCORTS","Largecap","Auto"
"18-06-2024","BOSCHLTD","Largecap","Auto"
"18-06-2024","JSWDULUX","Midcap","Building Materials"
"18-06-2024","INDHOTEL","Largecap","Services"
"18-06-2024","VTL","Midcap","Textiles"
"18-06-2024","PHOENIXLTD","Largecap","Realty"
"18-06-2024","ZENSARTECH","Midcap","I.T"
"18-06-2024","GABRIEL","Largecap","Auto"
"18-06-2024","BAYERCROP","Midcap","Chemicals"
"18-06-2024","COROMANDEL","Largecap","Chemicals"
"18-06-2024","DEEPAKNTR","Largecap","Chemicals"
"18-06-2024","CEMPRO","Largecap","Realty"
"18-06-2024","CANFINHOME","Midcap","Financials"
"18-06-2024","SHRIRAMFIN","Largecap","Financials"
"18-06-2024","NAVA","Midcap","Miscellaneous"
"18-06-2024","ASAHIINDIA","Largecap","Building Materials"
"18-06-2024","ANANTRAJ","Largecap","Realty"
"18-06-2024","USHAMART","Midcap","Metals & Mining"
"18-06-2024","MOTHERSON","Largecap","Auto"
"18-06-2024","ELGIEQUIP","Midcap","Industrials"
"18-06-2024","3MINDIA","Largecap","Miscellaneous"
"18-06-2024","CHOICEIN","Midcap","Financials"
"18-06-2024","POLYMED","Midcap","Healthcare"
"18-06-2024","SAREGAMA","Midcap","Media"
"18-06-2024","ICICIBANK","Largecap","Bank"
"18-06-2024","AXISBANK","Largecap","Bank"
"18-06-2024","JINDALSTEL","Largecap","Metals & Mining"
"18-06-2024","OFSS","Largecap","I.T"
"18-06-2024","GRANULES","Largecap","Healthcare"
"18-06-2024","RADICO","Largecap","FMCG"
"18-06-2024","RKFORGE","Midcap","Industrials"
"18-06-2024","UNOMINDA","Largecap","Auto"
"18-06-2024","SUZLON","Largecap","Industrials"
"18-06-2024","SOLARINDS","Largecap","Aerospace & Defence"
"18-06-2024","GALLANTT","Midcap","Metals & Mining"
"18-06-2024","SUNTV","Midcap","Media"
"18-06-2024","GPIL","Midcap","Metals & Mining"
"18-06-2024","GMRAIRPORT","Largecap","Miscellaneous"
"18-06-2024","TECHM","Largecap","I.T"
"18-06-2024","NAUKRI","Largecap","I.T"
"18-06-2024","LTFOODS","Midcap","FMCG"
"18-06-2024","ASTRAL","Largecap","Plastic products"
"18-06-2024","KPRMILL","Largecap","Consumer Discretionary"
"18-06-2024","MOTILALOFS","Largecap","Financials"
"18-06-2024","POWERGRID","Largecap","Power & Utilities"
"18-06-2024","ADANIPORTS","Largecap","Transportation"
"18-06-2024","TITAGARH","Midcap","Industrials"
"18-06-2024","OIL","Largecap","Energy"
"18-06-2024","JSWENERGY","Largecap","Power & Utilities"
"18-06-2024","GODREJPROP","Largecap","Realty"
"18-06-2024","JWL","Midcap","Industrials"
"18-06-2024","PRESTIGE","Largecap","Realty"
"18-06-2024","GRAVITA","Midcap","Metals & Mining"
"18-06-2024","KIRLOSENG","Largecap","Industrials"
"18-06-2024","ZENTEC","Midcap","Aerospace & Defence"
"18-06-2024","LTF","Largecap","Financials"
"18-06-2024","PGEL","Midcap","Consumer Discretionary"
"18-06-2024","MINDACORP","Midcap","Auto"
"18-06-2024","KARURVYSYA","Largecap","Bank"
"18-06-2024","FACT","Largecap","Chemicals"
"18-06-2024","DMART","Largecap","Consumer Discretionary"
"18-06-2024","TEJASNET","Midcap","Telecom"
"18-06-2024","ERIS","Midcap","Healthcare"
"18-06-2024","COCHINSHIP","Largecap","Aerospace & Defence"
"18-06-2024","DIXON","Largecap","Consumer Discretionary"
"18-06-2024","ABCAPITAL","Largecap","Financials"
"18-06-2024","ICICIGI","Largecap","Financials"
"18-06-2024","NAM-INDIA","Largecap","Financials"
"18-06-2024","IRCON","Midcap","Realty"
"18-06-2024","GRSE","Largecap","Aerospace & Defence"
"18-06-2024","RVNL","Largecap","Realty"
"18-06-2024","POLYCAB","Largecap","Industrials"
"18-06-2024","360ONE","Largecap","Financials"
"18-06-2024","MAXHEALTH","Largecap","Healthcare"
"18-06-2024","UTIAMC","Midcap","Financials"
"18-06-2024","MAZDOCK","Largecap","Aerospace & Defence"
"18-06-2024","RAILTEL","Midcap","Transportation"
"18-06-2024","KALYANKJIL","Largecap","Consumer Discretionary"
"18-06-2024","LODHA","Largecap","Realty"
"18-06-2024","ACUTAAS","Largecap","Healthcare"
"18-06-2024","SAPPHIRE","Midcap","Consumer Discretionary"
"18-06-2024","MAPMYINDIA","Midcap","I.T"
"18-06-2024","MSUMI","Largecap","Auto"
"18-06-2024","PARADEEP","Midcap","Chemicals"
"18-06-2024","BIKAJI","Midcap","FMCG"
"18-06-2024","FIVESTAR","Midcap","Financials"
"18-06-2024","KAYNES","Largecap","Consumer Discretionary"
"24-06-2024","AEGISLOG","Largecap","Services"
"24-06-2024","ARE&M","Midcap","Auto"
"24-06-2024","ABREL","Midcap","Realty"
"24-06-2024","CESC","Midcap","Power & Utilities"
"24-06-2024","CGPOWER","Largecap","Industrials"
"24-06-2024","SBIN","Largecap","Bank"
"24-06-2024","TRENT","Largecap","Consumer Discretionary"
"24-06-2024","LICHSGFIN","Largecap","Financials"
"24-06-2024","GRASIM","Largecap","Textiles"
"24-06-2024","RELIANCE","Largecap","Energy"
"24-06-2024","PIDILITIND","Largecap","Chemicals"
"24-06-2024","HINDALCO","Largecap","Metals & Mining"
"24-06-2024","FEDERALBNK","Largecap","Bank"
"24-06-2024","ASHOKLEY","Largecap","Auto"
"24-06-2024","CUMMINSIND","Largecap","Industrials"
"24-06-2024","BOSCHLTD","Largecap","Auto"
"24-06-2024","GESHIP","Midcap","Transportation"
"24-06-2024","BRITANNIA","Largecap","FMCG"
"24-06-2024","APOLLOTYRE","Largecap","Auto"
"24-06-2024","BBTC","Midcap","Auto"
"24-06-2024","VTL","Midcap","Textiles"
"24-06-2024","CHOLAHLDNG","Largecap","Financials"
"24-06-2024","ELECON","Midcap","Industrials"
"24-06-2024","GABRIEL","Largecap","Auto"
"24-06-2024","BAYERCROP","Midcap","Chemicals"
"24-06-2024","COROMANDEL","Largecap","Chemicals"
"24-06-2024","CEMPRO","Largecap","Realty"
"24-06-2024","CANFINHOME","Midcap","Financials"
"24-06-2024","SHRIRAMFIN","Largecap","Financials"
"24-06-2024","NAVA","Midcap","Miscellaneous"
"24-06-2024","MOTHERSON","Largecap","Auto"
"24-06-2024","BLUEDART","Midcap","Transportation"
"24-06-2024","INDIACEM","Midcap","Building Materials"
"24-06-2024","MANAPPURAM","Largecap","Financials"
"24-06-2024","CHOICEIN","Midcap","Financials"
"24-06-2024","ICICIBANK","Largecap","Bank"
"24-06-2024","AXISBANK","Largecap","Bank"
"24-06-2024","APARINDS","Largecap","Industrials"
"24-06-2024","WOCKPHARMA","Largecap","Healthcare"
"24-06-2024","BHARTIARTL","Largecap","Telecom-Service"
"24-06-2024","OFSS","Largecap","I.T"
"24-06-2024","GRANULES","Largecap","Healthcare"
"24-06-2024","DIVISLAB","Largecap","Healthcare"
"24-06-2024","RADICO","Largecap","FMCG"
"24-06-2024","JSL","Largecap","Metals & Mining"
"24-06-2024","IGL","Largecap","Energy"
"24-06-2024","PETRONET","Largecap","Energy"
"24-06-2024","ULTRACEMCO","Largecap","Building Materials"
"24-06-2024","UNOMINDA","Largecap","Auto"
"24-06-2024","NTPC","Largecap","Power & Utilities"
"24-06-2024","TECHM","Largecap","I.T"
"24-06-2024","CIEINDIA","Midcap","Industrials"
"24-06-2024","NAUKRI","Largecap","I.T"
"24-06-2024","ASTRAL","Largecap","Plastic products"
"24-06-2024","KPRMILL","Largecap","Consumer Discretionary"
"24-06-2024","POWERGRID","Largecap","Power & Utilities"
"24-06-2024","TITAGARH","Midcap","Industrials"
"24-06-2024","OIL","Largecap","Energy"
"24-06-2024","JSWENERGY","Largecap","Power & Utilities"
"24-06-2024","GODREJPROP","Largecap","Realty"
"24-06-2024","KIRLOSENG","Largecap","Industrials"
"24-06-2024","ZENTEC","Midcap","Aerospace & Defence"
"24-06-2024","MUTHOOTFIN","Largecap","Financials"
"24-06-2024","PGEL","Midcap","Consumer Discretionary"
"24-06-2024","INDUSTOWER","Largecap","Telecom"
"24-06-2024","MINDACORP","Midcap","Auto"
"24-06-2024","MGL","Midcap","Energy"
"24-06-2024","CDSL","Largecap","Financials"
"24-06-2024","COCHINSHIP","Largecap","Aerospace & Defence"
"24-06-2024","DIXON","Largecap","Consumer Discretionary"
"24-06-2024","ICICIGI","Largecap","Financials"
"24-06-2024","AMBER","Largecap","Consumer Discretionary"
"24-06-2024","BDL","Largecap","Aerospace & Defence"
"24-06-2024","HAL","Largecap","Aerospace & Defence"
"24-06-2024","GRSE","Largecap","Aerospace & Defence"
"24-06-2024","TECHNOE","Midcap","Realty"
"24-06-2024","RVNL","Largecap","Realty"
"24-06-2024","AFFLE","Largecap","I.T"
"24-06-2024","360ONE","Largecap","Financials"
"24-06-2024","COHANCE","Midcap","Healthcare"
"24-06-2024","POWERINDIA","Largecap","Industrials"
"24-06-2024","MAXHEALTH","Largecap","Healthcare"
"24-06-2024","CAMS","Midcap","Financials"
"24-06-2024","MAZDOCK","Largecap","Aerospace & Defence"
"24-06-2024","CRAFTSMAN","Largecap","Auto"
"24-06-2024","KALYANKJIL","Largecap","Consumer Discretionary"
"24-06-2024","POLICYBZR","Largecap","I.T"
"01-07-2024","AEGISLOG","Largecap","Services"
"01-07-2024","ARE&M","Midcap","Auto"
"01-07-2024","BEML","Midcap","Aerospace & Defence"
"01-07-2024","BEL","Largecap","Aerospace & Defence"
"01-07-2024","CESC","Midcap","Power & Utilities"
"01-07-2024","CHAMBLFERT","Midcap","Chemicals"
"01-07-2024","CGPOWER","Largecap","Industrials"
"01-07-2024","BHEL","Largecap","Industrials"
"01-07-2024","SBIN","Largecap","Bank"
"01-07-2024","DRREDDY","Largecap","Healthcare"
"01-07-2024","FINCABLES","Largecap","Industrials"
"01-07-2024","GODFRYPHLP","Largecap","FMCG"
"01-07-2024","GODREJIND","Largecap","Chemicals"
"01-07-2024","HFCL","Largecap","Telecom"
"01-07-2024","HSCL","Largecap","Chemicals"
"01-07-2024","JSWSTEEL","Largecap","Metals & Mining"
"01-07-2024","KAJARIACER","Midcap","Building Materials"
"01-07-2024","TRENT","Largecap","Consumer Discretionary"
"01-07-2024","LUPIN","Largecap","Healthcare"
"01-07-2024","NCC","Midcap","Realty"
"01-07-2024","VEDL","Largecap","Metals & Mining"
"01-07-2024","GRASIM","Largecap","Textiles"
"01-07-2024","ONGC","Largecap","Energy"
"01-07-2024","RELIANCE","Largecap","Energy"
"01-07-2024","PATANJALI","Largecap","FMCG"
"01-07-2024","SPLPETRO","Midcap","Energy"
"01-07-2024","THERMAX","Largecap","Industrials"
"01-07-2024","TORNTPHARM","Largecap","Healthcare"
"01-07-2024","AMBUJACEM","Largecap","Building Materials"
"01-07-2024","HINDALCO","Largecap","Metals & Mining"
"01-07-2024","FEDERALBNK","Largecap","Bank"
"01-07-2024","CUMMINSIND","Largecap","Industrials"
"01-07-2024","BAJAJHLDNG","Largecap","Financials"
"01-07-2024","BOSCHLTD","Largecap","Auto"
"01-07-2024","SIEMENS","Largecap","Industrials"
"01-07-2024","GESHIP","Midcap","Transportation"
"01-07-2024","DEEPAKFERT","Midcap","Chemicals"
"01-07-2024","JSWDULUX","Midcap","Building Materials"
"01-07-2024","BRITANNIA","Largecap","FMCG"
"01-07-2024","CASTROLIND","Midcap","Chemicals"
"01-07-2024","BBTC","Midcap","Auto"
"01-07-2024","VTL","Midcap","Textiles"
"01-07-2024","PHOENIXLTD","Largecap","Realty"
"01-07-2024","CHOLAHLDNG","Largecap","Financials"
"01-07-2024","ELECON","Midcap","Industrials"
"01-07-2024","GABRIEL","Largecap","Auto"
"01-07-2024","DEEPAKNTR","Largecap","Chemicals"
"01-07-2024","SUPREMEIND","Largecap","Plastic products"
"01-07-2024","ASAHIINDIA","Largecap","Building Materials"
"01-07-2024","ANANTRAJ","Largecap","Realty"
"01-07-2024","USHAMART","Midcap","Metals & Mining"
"01-07-2024","MOTHERSON","Largecap","Auto"
"01-07-2024","ELGIEQUIP","Midcap","Industrials"
"01-07-2024","GVT&D","Largecap","Industrials"
"01-07-2024","3MINDIA","Largecap","Miscellaneous"
"01-07-2024","NEULANDLAB","Largecap","Healthcare"
"01-07-2024","AUROPHARMA","Largecap","Healthcare"
"01-07-2024","NATCOPHARM","Midcap","Healthcare"
"01-07-2024","BLUEDART","Midcap","Transportation"
"01-07-2024","EMAMILTD","Midcap","FMCG"
"01-07-2024","MANAPPURAM","Largecap","Financials"
"01-07-2024","ZYDUSWELL","Midcap","FMCG"
"01-07-2024","CHOICEIN","Midcap","Financials"
"01-07-2024","POLYMED","Midcap","Healthcare"
"01-07-2024","GAIL","Largecap","Energy"
"01-07-2024","ICICIBANK","Largecap","Bank"
"01-07-2024","AXISBANK","Largecap","Bank"
"01-07-2024","APARINDS","Largecap","Industrials"
"01-07-2024","GLENMARK","Largecap","Healthcare"
"01-07-2024","WOCKPHARMA","Largecap","Healthcare"
"01-07-2024","ZYDUSLIFE","Largecap","Healthcare"
"01-07-2024","OFSS","Largecap","I.T"
"01-07-2024","GRANULES","Largecap","Healthcare"
"01-07-2024","DIVISLAB","Largecap","Healthcare"
"01-07-2024","JSL","Largecap","Metals & Mining"
"01-07-2024","IGL","Largecap","Energy"
"01-07-2024","PETRONET","Largecap","Energy"
"01-07-2024","RKFORGE","Midcap","Industrials"
"01-07-2024","ULTRACEMCO","Largecap","Building Materials"
"01-07-2024","UNOMINDA","Largecap","Auto"
"01-07-2024","NTPC","Largecap","Power & Utilities"
"01-07-2024","SUZLON","Largecap","Industrials"
"01-07-2024","SOLARINDS","Largecap","Aerospace & Defence"
"01-07-2024","SUNTV","Midcap","Media"
"01-07-2024","PFOCUS","Largecap","Realty"
"01-07-2024","TECHM","Largecap","I.T"
"01-07-2024","CIEINDIA","Midcap","Industrials"
"01-07-2024","NAUKRI","Largecap","I.T"
"01-07-2024","FSL","Midcap","I.T"
"01-07-2024","PFC","Largecap","Financials"
"01-07-2024","ASTRAL","Largecap","Plastic products"
"01-07-2024","KPRMILL","Largecap","Consumer Discretionary"
"01-07-2024","POWERGRID","Largecap","Power & Utilities"
"01-07-2024","ADANIPORTS","Largecap","Transportation"
"01-07-2024","RECLTD","Largecap","Financials"
"01-07-2024","OIL","Largecap","Energy"
"01-07-2024","JSWENERGY","Largecap","Power & Utilities"
"01-07-2024","GODREJPROP","Largecap","Realty"
"01-07-2024","PERSISTENT","Largecap","I.T"
"01-07-2024","JWL","Midcap","Industrials"
"01-07-2024","ZENTEC","Midcap","Aerospace & Defence"
"01-07-2024","MUTHOOTFIN","Largecap","Financials"
"01-07-2024","LTF","Largecap","Financials"
"01-07-2024","PGEL","Midcap","Consumer Discretionary"
"01-07-2024","SCHNEIDER","Largecap","Industrials"
"01-07-2024","NBCC","Largecap","Miscellaneous"
"01-07-2024","INDUSTOWER","Largecap","Telecom"
"01-07-2024","MINDACORP","Midcap","Auto"
"01-07-2024","PTCIL","Largecap","Industrials"
"01-07-2024","LALPATHLAB","Largecap","Healthcare"
"01-07-2024","MGL","Midcap","Energy"
"01-07-2024","ICICIPRULI","Largecap","Financials"
"01-07-2024","ENDURANCE","Largecap","Auto"
"01-07-2024","LAURUSLABS","Largecap","Healthcare"
"01-07-2024","DMART","Largecap","Consumer Discretionary"
"01-07-2024","HUDCO","Largecap","Financials"
"01-07-2024","TEJASNET","Midcap","Telecom"
"01-07-2024","COCHINSHIP","Largecap","Aerospace & Defence"
"01-07-2024","DIXON","Largecap","Consumer Discretionary"
"01-07-2024","ICICIGI","Largecap","Financials"
"01-07-2024","BDL","Largecap","Aerospace & Defence"
"01-07-2024","HAL","Largecap","Aerospace & Defence"
"01-07-2024","HDFCAMC","Largecap","Financials"
"01-07-2024","IRCON","Midcap","Realty"
"01-07-2024","GRSE","Largecap","Aerospace & Defence"
"01-07-2024","RVNL","Largecap","Realty"
"01-07-2024","COHANCE","Midcap","Healthcare"
"01-07-2024","POWERINDIA","Largecap","Industrials"
"01-07-2024","CAMS","Midcap","Financials"
"01-07-2024","UTIAMC","Midcap","Financials"
"01-07-2024","MAZDOCK","Largecap","Aerospace & Defence"
"01-07-2024","IRFC","Largecap","Financials"
"01-07-2024","RAILTEL","Midcap","Transportation"
"01-07-2024","CRAFTSMAN","Largecap","Auto"
"01-07-2024","SHYAMMETL","Largecap","Metals & Mining"
"01-07-2024","ETERNAL","Largecap","I.T"
"01-07-2024","ACUTAAS","Largecap","Healthcare"
"01-07-2024","TEGA","Midcap","Industrials"
"01-07-2024","DATAPATTNS","Largecap","Aerospace & Defence"
"01-07-2024","KAYNES","Largecap","Consumer Discretionary"
"08-07-2024","BEL","Largecap","Aerospace & Defence"
"08-07-2024","CESC","Midcap","Power & Utilities"
"08-07-2024","DABUR","Largecap","FMCG"
"08-07-2024","BHEL","Largecap","Industrials"
"08-07-2024","IFCI","Largecap","Financials"
"08-07-2024","DRREDDY","Largecap","Healthcare"
"08-07-2024","EIDPARRY","Midcap","FMCG"
"08-07-2024","GODREJIND","Largecap","Chemicals"
"08-07-2024","HSCL","Largecap","Chemicals"
"08-07-2024","INFY","Largecap","I.T"
"08-07-2024","TRENT","Largecap","Consumer Discretionary"
"08-07-2024","LUPIN","Largecap","Healthcare"
"08-07-2024","GRASIM","Largecap","Textiles"
"08-07-2024","ONGC","Largecap","Energy"
"08-07-2024","RELIANCE","Largecap","Energy"
"08-07-2024","SPLPETRO","Midcap","Energy"
"08-07-2024","TORNTPHARM","Largecap","Healthcare"
"08-07-2024","FEDERALBNK","Largecap","Bank"
"08-07-2024","BAJAJHLDNG","Largecap","Financials"
"08-07-2024","BOSCHLTD","Largecap","Auto"
"08-07-2024","VOLTAS","Largecap","Consumer Discretionary"
"08-07-2024","GESHIP","Midcap","Transportation"
"08-07-2024","DEEPAKFERT","Midcap","Chemicals"
"08-07-2024","BRITANNIA","Largecap","FMCG"
"08-07-2024","COLPAL","Largecap","FMCG"
"08-07-2024","BBTC","Midcap","Auto"
"08-07-2024","PHOENIXLTD","Largecap","Realty"
"08-07-2024","ZENSARTECH","Midcap","I.T"
"08-07-2024","SARDAEN","Midcap","Metals & Mining"
"08-07-2024","CHOLAHLDNG","Largecap","Financials"
"08-07-2024","COROMANDEL","Largecap","Chemicals"
"08-07-2024","DEEPAKNTR","Largecap","Chemicals"
"08-07-2024","WIPRO","Largecap","I.T"
"08-07-2024","NAVA","Midcap","Miscellaneous"
"08-07-2024","MMTC","Midcap","Services"
"08-07-2024","NLCINDIA","Largecap","Power & Utilities"
"08-07-2024","WELSPUNLIV","Midcap","Textiles"
"08-07-2024","HAVELLS","Largecap","Consumer Discretionary"
"08-07-2024","KPIL","Largecap","Realty"
"08-07-2024","SCI","Midcap","Transportation"
"08-07-2024","PIIND","Largecap","Chemicals"
"08-07-2024","NEULANDLAB","Largecap","Healthcare"
"08-07-2024","AUROPHARMA","Largecap","Healthcare"
"08-07-2024","BLUEDART","Midcap","Transportation"
"08-07-2024","INDIACEM","Midcap","Building Materials"
"08-07-2024","EMAMILTD","Midcap","FMCG"
"08-07-2024","MANAPPURAM","Largecap","Financials"
"08-07-2024","ZYDUSWELL","Midcap","FMCG"
"08-07-2024","POLYMED","Midcap","Healthcare"
"08-07-2024","WELCORP","Largecap","Industrials"
"08-07-2024","GAIL","Largecap","Energy"
"08-07-2024","ENGINERSIN","Midcap","Realty"
"08-07-2024","AXISBANK","Largecap","Bank"
"08-07-2024","GLENMARK","Largecap","Healthcare"
"08-07-2024","ZYDUSLIFE","Largecap","Healthcare"
"08-07-2024","GODREJCP","Largecap","FMCG"
"08-07-2024","OFSS","Largecap","I.T"
"08-07-2024","IGL","Largecap","Energy"
"08-07-2024","PETRONET","Largecap","Energy"
"08-07-2024","SUNTV","Midcap","Media"
"08-07-2024","GPIL","Midcap","Metals & Mining"
"08-07-2024","TECHM","Largecap","I.T"
"08-07-2024","NAUKRI","Largecap","I.T"
"08-07-2024","LTFOODS","Midcap","FMCG"
"08-07-2024","FSL","Midcap","I.T"
"08-07-2024","PFC","Largecap","Financials"
"08-07-2024","POWERGRID","Largecap","Power & Utilities"
"08-07-2024","RECLTD","Largecap","Financials"
"08-07-2024","NHPC","Largecap","Power & Utilities"
"08-07-2024","OIL","Largecap","Energy"
"08-07-2024","JUBLFOOD","Largecap","Consumer Discretionary"
"08-07-2024","PERSISTENT","Largecap","I.T"
"08-07-2024","SJVN","Largecap","Power & Utilities"
"08-07-2024","MUTHOOTFIN","Largecap","Financials"
"08-07-2024","PGEL","Midcap","Consumer Discretionary"
"08-07-2024","NBCC","Largecap","Miscellaneous"
"08-07-2024","INOXWIND","Midcap","Industrials"
"08-07-2024","LALPATHLAB","Largecap","Healthcare"
"08-07-2024","CROMPTON","Midcap","Consumer Discretionary"
"08-07-2024","ICICIPRULI","Largecap","Financials"
"08-07-2024","DMART","Largecap","Consumer Discretionary"
"08-07-2024","HUDCO","Largecap","Financials"
"08-07-2024","CDSL","Largecap","Financials"
"08-07-2024","ERIS","Midcap","Healthcare"
"08-07-2024","SBILIFE","Largecap","Financials"
"08-07-2024","ICICIGI","Largecap","Financials"
"08-07-2024","AMBER","Largecap","Consumer Discretionary"
"08-07-2024","IRCON","Midcap","Realty"
"08-07-2024","RVNL","Largecap","Realty"
"08-07-2024","KPITTECH","Midcap","I.T"
"08-07-2024","AFFLE","Largecap","I.T"
